"","logFC","logCPM","PValue","FDR"
"YKR079C",1.49268769076909,5.13058948727018,0.000524415077084237,0.00856107613340017
"YNL145W",1.17729637712238,6.33283675929063,0.000538349474700724,0.00870692772704823
"YMR269W",1.63697364534198,4.47045882048714,0.000562406324368091,0.00901771750408702
"YLR061W",1.85232584864617,9.61875895250381,0.000564276544187417,0.00901771750408702
"YJL190C",1.78801592221598,9.38707585729182,0.000566999631070782,0.00903050631924928
"YLR276C",1.01306676888215,6.38610912094006,0.000620155292039932,0.00978758684476316
"YNR053C",1.66187340287188,5.63987487283386,0.000631758612909066,0.00984366977123497
"YGL076C",1.69872426612945,10.329909229378,0.000638556546749043,0.00984366977123497
"YNL151C",1.25817481332406,5.20892249244753,0.000639000385629163,0.00984366977123497
"YLR197W",1.70148790952529,8.60529527095041,0.000639663762687051,0.00984366977123497
"YGR034W",1.69530933951939,9.55306870194377,0.000640667634421878,0.00984366977123497
"YLR221C",1.06410294874513,5.57354352613275,0.000644167448423862,0.00986841862336145
"YOR063W",1.47069490939616,12.3706755247791,0.000653085834020448,0.00997579063427725
"YLR413W",1.41764826545911,4.75966980837365,0.00065772495464645,0.0100173619914666
"YDL039C",1.5590599443348,5.08565275343054,0.000680436284163819,0.0102734079435601
"YCR031C",1.62269318628479,10.5722555466428,0.000698596483811923,0.010503454967638
"YLR175W",1.59426030105519,8.45465228681849,0.000703379908501744,0.010525659306029
"YDR012W",1.5593950753952,11.2971723222719,0.000705203054576978,0.010525659306029
"YJR097W",1.61131902559784,4.27601425576068,0.000711061243396271,0.0105714937187153
"YHR010W",1.65484518776729,10.1285415293373,0.000712321169408077,0.0105714937187153
"YKR094C",1.75813369136461,9.51980825960809,0.000759797232821044,0.0111807908288933
"YDR496C",1.35383760550386,6.01238467883226,0.00081281579735644,0.011737330186128
"YOR273C",1.24682184715018,8.67656664994361,0.000818165794493778,0.011737330186128
"YJL108C",1.25321247798019,6.0261993978232,0.000848282067709707,0.0120419171785748
"YGR081C",1.88427604030967,4.13084364473918,0.000860681954092704,0.0121191442808094
"YML108W",1.49756948252258,4.46244590878927,0.000867749290090415,0.0121858126113772
"YER006W",1.21083856575251,6.8457821571845,0.000874499410605143,0.0122476807533546
"YGR158C",1.3600829035593,5.23582562037646,0.000889909552602322,0.0123970333407854
