"","logFC","logCPM","PValue","FDR"
"YNL075W",1.19186866144016,6.01051983140137,0.00517607079546415,0.0446201218407669
"YLR287C-A",1.23260514379395,8.94662904318299,0.00519366413469656,0.0446980254360046
"YGL103W",1.23918232476428,10.8665733237223,0.00532469248468027,0.0456003172786389
"YBL027W",1.45574099227569,10.5895490769754,0.00538846256299733,0.0459273694426018
"YNL302C",1.54293565529073,10.0494849825918,0.00538925678949367,0.0459273694426018
"YDL136W",1.38532777988482,9.16062430238192,0.00542795382670023,0.0461067167328162
"YKL006W",1.47607797683099,9.41369393123301,0.00549643897551446,0.0466126578053369
"YLR340W",1.48670304224274,11.6876898381315,0.00553589153540806,0.0467197049773371
"YJR145C",1.51579628791268,11.0959120641844,0.00559168695696967,0.0471144720374347
"YML113W",1.13136492374282,4.79800205695304,0.00560680421770957,0.047120721628063
"YBR267W",1.54324667790879,4.12935945926612,0.0056285088621576,0.047120721628063
"YLR333C",1.54959462598165,8.54209379309435,0.00577151500540918,0.0481635693103156
"YNL138W-A",1.62993559520547,4.08223113509714,0.00584090171102065,0.0485690322214913
"YER074W",1.52700565982748,10.0289528012689,0.00586170466579987,0.0485690322214913
"YPR118W",1.0191616938088,6.98605885591301,0.00589512941034722,0.0487280949994523
"YHR169W",1.60361529835743,4.74587636788586,0.00603548390202308,0.0497273723810281
"YJL179W",1.15549812211356,4.75982988840719,0.0060445791466219,0.0497273723810281
