"","logFC","logCPM","PValue","FDR"
"YJL036W",-0.570442560712879,6.97217585456361,0.0288787945636696,0.151013836637247
"YCL030C",-1.67000830963765,10.0336527042638,0.0289347838458705,0.151155310810827
"YDR234W",-0.724837032572781,7.98562934749151,0.0294179582600927,0.153466010359092
"YER056C",1.09131832910604,7.72844126386377,0.0294504094018143,0.153466010359092
"YPL203W",-0.658828665778422,7.89447582922333,0.0294652389720844,0.153466010359092
"YLR397C",0.677738136268253,5.58416302330271,0.0296694327608762,0.154242153705625
"YOL164W",-1.79038371540947,6.39265548971747,0.0296733086665683,0.154242153705625
"YOR145C",0.849348065763027,5.97644985909834,0.0297820273089604,0.154584768553857
"YCR083W",-1.05814808597081,5.52434895798543,0.0297984038923687,0.154584768553857
"YOR304W",0.593105288899552,7.00711653518915,0.029866727712995,0.154663566778175
"YER087W",-0.75173476151752,5.55773958198666,0.0298728060641612,0.154663566778175
"YLL035W",0.972086655798661,4.8011381518613,0.0299453271510094,0.154813667351168
"YML013W",-0.576374447986101,7.04180919066674,0.0299610677052126,0.154813667351168
"YOR374W",-0.919371396483954,11.083030682693,0.0300840864230118,0.155295718847642
"YNR046W",0.808487070966556,5.26562893194474,0.0301436987803689,0.155433253744982
"YGR044C",-1.01015510673245,6.03067065752214,0.0301702372315106,0.155433253744982
"YMR225C",-1.23454698982146,4.62316635832003,0.0305416772475351,0.157191844276969
"YMR293C",-0.805869948649223,5.17330927599479,0.0305833561802938,0.157251429808912
"YIL065C",-0.622053286897066,6.02511420708655,0.0307800986435925,0.158107409355091
"YMR267W",-0.613415466362602,6.14987472471151,0.0308428492856109,0.158274110675866
"YHR008C",-0.801755937099187,9.14616533678694,0.0309024411637655,0.158424291108451
"YLL055W",-1.10347563523788,5.5665245570376,0.0309393383040288,0.158457944412006
"YPL235W",0.598708461923767,7.36077665090007,0.0310136264407962,0.158682844786209
"YCL016C",0.874745231412262,4.96649978400457,0.0311400319277346,0.159173705274448
"YDR046C",1.18202270343158,6.87007448697002,0.0311968912564435,0.15930846522352
"YDL025C",-0.712610483482153,7.28986687484798,0.0312418884860153,0.159382446729437
"YBR175W",1.12681194279612,5.1593370476482,0.0313316583129401,0.159577326052242
"YOR143C",0.997085800723641,4.61454364089067,0.0313411823372129,0.159577326052242
"YBR262C",-0.789818234854384,5.49377483915157,0.0314799603947516,0.160127860858989
"YER023W",-0.68119535050145,7.99659183679427,0.0316596308829526,0.160885128144499
"YLR098C",-0.742046786291002,5.27354936017998,0.031737148804062,0.160995283434458
"YKL138C",-0.686165011637022,5.83473950192479,0.0317582032496934,0.160995283434458
"YGL221C",-0.562930794955113,6.91443334552486,0.0317947484991359,0.160995283434458
"YKL194C",-0.808342442825913,5.40476773169337,0.0318045812604059,0.160995283434458
"YLR363W-A",1.37694310687268,3.81675743406067,0.0318438517604904,0.1610380267152
"YDR034C",-0.765540307391702,6.88526215105445,0.0318898595666944,0.161114725702526
"YGR078C",0.795622131170593,5.82502332215651,0.0320313811015661,0.161673367028581
"YDR329C",-0.634697737811318,6.84763754925516,0.0321084480207055,0.161905919363094
"YLR008C",0.829359773572426,5.10245524930614,0.0322052420206969,0.162237400497706
"YJR068W",0.579961915441101,6.54635826715368,0.0322506936949763,0.16230984957857
"YPL092W",-1.76020044774532,6.33320898991222,0.0324490187828798,0.163150793187454
"YHR075C",-0.778458312852969,5.12654430048068,0.0325952916437324,0.163623536828695
"YOL123W",0.650623019693223,8.02315739758622,0.032605685650588,0.163623536828695
"YBR023C",0.628114624026339,7.4347225299394,0.032985096809344,0.165368661930915
"YGR172C",0.616055023936769,5.99480497442624,0.0331870271925212,0.166221505324766
"YMR317W",-0.994369152821271,6.36374172750807,0.0332333802266404,0.166294232091925
"YBR242W",0.696928812327226,5.92014016441117,0.0332911572561098,0.166423928713797
"YML018C",0.74904638010898,5.15916312904572,0.0333828309366108,0.166722666169077
"YDR040C",0.991076378288921,5.25656521076764,0.0334155000896918,0.166726430246943
"YKR043C",0.634144093252822,7.69775388989142,0.0334993727058004,0.166828381233073
"YDR262W",-0.666519036369786,6.95600406096358,0.0335036693358103,0.166828381233073
"YMR165C",-0.556127973364904,7.06368938099123,0.0335317381881176,0.166828381233073
"YPL137C",0.6715902552417,6.57058685288983,0.0336037862415576,0.167027763392861
"YDR151C",0.809589272996673,5.52342982361051,0.0336879719086041,0.167063499233313
"YLR274W",0.77821364793493,6.5397551475229,0.033700314247794,0.167063499233313
"YAL005C",-0.829122813999123,12.3010047171507,0.0337069158100904,0.167063499233313
"YOR133W",0.99751614040234,11.4061596247338,0.0337998102300064,0.167365126674458
"YCL040W",-0.849226180481172,11.2888292052985,0.0339410226146153,0.167905210358665
"YJR129C",1.20058292617569,4.01552388315844,0.0340332166757587,0.16820200937953
"YLR382C",-0.570182255986876,6.49949533332972,0.0343211341051469,0.16946465459857
"YOL010W",1.1173081509918,4.79187884309772,0.0343540787105831,0.169467145594038
"YLL001W",-0.662089177792653,7.47214374857301,0.0346802860561318,0.170914919204936
"YNR012W",1.2071382048951,5.04517599669678,0.0347486932454273,0.171090644216882
"YNL073W",-0.578457708347939,6.66095321450279,0.0348118721850289,0.171240320428052
"YIL101C",-0.587681721628706,7.22964083560518,0.0348597450487603,0.171314494952704
"YPR047W",-0.794206578098814,5.57841740253148,0.0349273602620332,0.171478388853906
"YMR037C",0.626621595358827,6.48871497557799,0.0350043687431808,0.171478388853906
"YJL168C",0.691505642661334,6.17810218986105,0.0350067268507699,0.171478388853906
"YIL162W",-1.01073282971452,8.95460837625307,0.0350243952731849,0.171478388853906
"YNL227C",0.601170706967304,5.92813656193345,0.0350839616332044,0.171609190610356
"YMR192W",0.62847237736183,5.88118779348295,0.0353042379797216,0.172463510030311
"YML132W",-0.617270045285289,5.9054654658719,0.0353246469625637,0.172463510030311
"YLL057C",-2.25184939746924,5.47744888797031,0.0354460411422378,0.17273663686467
"YGR141W",-0.618031283187315,6.67703164654172,0.0354595456115418,0.17273663686467
"YDR115W",-0.946701939247616,4.84175608931543,0.0354797877786736,0.17273663686467
"YLR412W",0.802920676369165,5.68516872851952,0.035527835589146,0.172809509420576
"YPR027C",0.827860595016874,4.90262977515289,0.0356825387507164,0.17340054179883
"YCL012C",-0.910106035032606,4.59100471410068,0.0357356038557221,0.173497020950086
"YDR387C",-0.723589787661191,5.80601717314016,0.0358478744197244,0.173835699915171
"YCR090C",0.698988050556228,5.74349829018229,0.0358719151050066,0.173835699915171
"YDR436W",-0.567552801394782,7.19165639997218,0.0360707323911751,0.17463716961214
"YNR002C",-0.735896225086358,6.07807996979568,0.0362382782115348,0.175285893867646
"YOR307C",0.661446842255911,5.8581087959939,0.0364403156693766,0.176100100885128
"YFL027C",0.738710547819551,5.65905694561078,0.0365029595757335,0.176239797434041
"YOR375C",-0.811020844800065,10.9846613302334,0.0365849896716546,0.176472747963734
"YER075C",0.702998495561025,5.35238731818217,0.036648144559679,0.176614305516387
"YDR174W",0.637187324980875,7.7496051559789,0.0367058288477851,0.17672926258141
"YGL211W",0.718353144498079,5.72029755855426,0.0367984239414017,0.177011939843354
"YLR312C",-0.933066506477119,5.5207880987753,0.0369033630373229,0.177353420889581
"YDR461C-A",-0.995235094343433,4.23705512395798,0.0370422152877902,0.177857107227405
"YPL207W",0.676981528899389,7.88957389590657,0.0373046532541405,0.178952716804068
"YPL122C",0.705776838661397,5.62750592889356,0.037478575158031,0.179622088647297
"YFR011C",-0.631063044765671,5.89949087957167,0.037541238896474,0.179757499537287
"YDR051C",0.600041261921678,6.3362859988671,0.0375900418367575,0.179794735792229
"YLR389C",0.600108866770924,7.14367105437489,0.0376178495828687,0.179794735792229
"YDR441C",0.879423415840311,5.40492339254204,0.0379588269239757,0.181258603154341
"YMR222C",0.790050440834243,5.31620991460174,0.0381131655837714,0.181825886541362
"YKL035W",-0.803359643415886,10.6288646818437,0.0381472380645737,0.181825886541362
"YIL097W",-0.637183470925589,6.07098312171512,0.0381994059135305,0.181889001098909
"YLL067C",-0.57289298419105,6.98971177534018,0.0382301154683389,0.181889001098909
"YCL047C",-0.773943906347799,5.08806791186534,0.0382992727340867,0.182052229993511
"YLL026W",-0.811219190146406,11.9181790349171,0.0383679220986294,0.182081437667051
"YMR209C",0.657930252463345,5.69152557851135,0.0384014294218345,0.182081437667051
"YOR042W",-0.606803532851606,7.82830319514451,0.0384099816824445,0.182081437667051
"YPL132W",-0.761767354312841,5.6542988355316,0.0385061053729693,0.182371617831724
"YDR316W",-0.592927723848908,6.06568429863131,0.0386405159005295,0.182842441181491
"YFL044C",-0.660714340160975,5.99349845285019,0.0387615537545255,0.183249191686553
"YMR053C",-0.717502482473985,5.61070167809978,0.0388061525236643,0.183294159840527
"YIL034C",-0.593228461466168,7.40501038068449,0.0388472336728313,0.183322446889675
"YNL173C",-0.709969659001002,8.40366256114825,0.0392071864533229,0.184848375670011
"YOL083W",-0.862198895029867,5.34737118839774,0.0392413569330097,0.184848375670011
"YDR120C",0.636000633194764,6.48638711412323,0.0394574425504935,0.185552162654552
"YOL093W",0.983685625518582,5.31540552333554,0.0394618018202924,0.185552162654552
"YML075C",0.749783235887052,9.22595685911546,0.039571513738699,0.185900708427126
"YDR253C",-1.58458781901898,4.4877502629631,0.0396578153935605,0.186138748981096
"YDR386W",-0.819120599254113,5.22683261921099,0.0402158686186407,0.188588597543787
"YDR122W",-0.635021812995352,7.74449645278946,0.0403621919337299,0.189105014046462
"YPR163C",0.952998815517238,8.74803032468093,0.0404539384693509,0.189365030971227
"YIL062C",-0.566050693878526,7.51829109117599,0.0405321551594305,0.18956130577696
"YLR027C",-0.937069763909146,8.95101688744832,0.0407554155384111,0.190431737633577
"YNL035C",0.705254698821388,5.35961610353775,0.0407911781033639,0.190431737633577
"YKL126W",-0.617833759690401,7.88503476224567,0.0409173776186336,0.190850339892627
"YGR171C",-0.889113168446471,5.21828729329992,0.0409588910527006,0.190873547599739
"YGL016W",0.641172856639687,5.56466803376127,0.041575374455253,0.193488703624967
"YMR074C",0.552420463979907,6.68393905414604,0.0415941451322432,0.193488703624967
"YGL096W",-0.565541447071449,6.42819663374106,0.0418954456047609,0.194507059775744
"YCR088W",-0.669839921800888,8.23763181962578,0.0419072315880749,0.194507059775744
"YOR101W",0.690810150953018,6.04979205329359,0.0419545252678787,0.194507059775744
"YDL048C",0.732892505691016,7.60438277368744,0.0419619939447289,0.194507059775744
"YDR358W",-0.613797111063236,7.61118377869093,0.042003810682039,0.194528286350152
"YIR024C",-0.874354889063051,4.74334892003577,0.0420561330482836,0.19459808595592
"YHL032C",-0.702472283455999,7.75048828846491,0.0421456266128353,0.194839604801284
"YML115C",0.565477132538368,7.1908572516317,0.042398238359468,0.195834126604651
"YHR142W",0.582595977775636,6.58754373037023,0.0426820662725684,0.196970948946906
"YDL115C",-0.563596015927678,6.96682859058337,0.0429053050317497,0.197826402017529
"YER080W",-0.535396725187534,7.28591106325506,0.0432428258515591,0.199143534556619
"YMR020W",-0.581179226083488,6.00398986689196,0.0432672112790509,0.199143534556619
"YOR148C",0.858653229800568,4.87678493706161,0.0435232218060786,0.200133008589211
"YDL157C",0.855632487202671,5.29543757736597,0.0435588114023607,0.200133008589211
"YNL255C",0.802740110454103,8.31989581771226,0.0436520879113351,0.200385331501595
"YBR138C",-0.754789542897507,5.16694183509011,0.0437497384373194,0.200574091395988
"YDR026C",0.740546531063847,6.07401655379831,0.0437699969738566,0.200574091395988
"YNR001C",-0.78897624805704,10.4245868502834,0.0438470219543937,0.200746195919659
"YPR069C",0.669364901473475,7.62459538997216,0.0438844095980572,0.200746195919659
"YIL021W",0.548477482520434,6.69592896417221,0.0440908132110356,0.2015139179479
"YDR287W",-0.608585916227461,5.88039241127284,0.0441618228401714,0.201662030172251
"YMR105C",-0.789724898244713,11.1080730337024,0.0442312486492044,0.201802657592527
"YCR012W",-0.835634976782546,12.4803384733724,0.0443864015777029,0.202243863656985
"YMR093W",0.97452970441475,4.94002151322883,0.044406935588398,0.202243863656985
"YJR019C",-0.616900218570901,5.83495932049184,0.0444440956122164,0.202243863656985
"YFR020W",-0.516377043591032,6.8458069213079,0.0447599980112778,0.203438086266554
"YNL005C",-0.600505254434138,6.98461196925473,0.0447844179185562,0.203438086266554
"YGL224C",-1.08038038298959,5.95693251478071,0.0449929409927549,0.204207753037491
"YDR476C",-0.584083165923602,5.87972921670123,0.0450412233110866,0.204249436264858
"YIL157C",-0.583749290240869,6.2595919631964,0.0451124019111642,0.20439478541537
"YML023C",0.748683667332472,5.34580988207647,0.0452599214271792,0.204885467535168
"YIL033C",-0.631237961002014,8.15509623138705,0.0455642960942659,0.206084747009909
"YGR184C",-0.582030049697556,7.67270004316819,0.0457699148904853,0.206835670750774
"YMR110C",-0.659186964845607,8.16746366845686,0.0459267475172163,0.207262799515838
"YGR017W",-0.865091644233381,5.75035083912424,0.0459816550812008,0.207262799515838
"YBL061C",0.562463783842367,6.86708336799,0.0459834580089693,0.207262799515838
"YOR188W",0.655304501418567,6.04289263225781,0.0461006536259468,0.207452855345593
"YER165W",0.873901934282657,9.89030612799626,0.0461050469096925,0.207452855345593
"YCR004C",-0.73415054405416,8.84918358866842,0.0461934122722993,0.207671588391129
"YJL203W",0.790118415825709,5.25795543240233,0.0463073085917777,0.208004626039077
"YDR430C",-0.547289650658584,7.12512369970823,0.0464255629151403,0.208356650059015
"YDR086C",0.59532105656277,6.57681621092114,0.0466918421322027,0.20937183115762
"YAL061W",-0.896024261560642,8.96850944536476,0.0468328917398832,0.209738406894109
"YDL111C",0.724058593659471,5.97052482032432,0.0469474010323697,0.209738406894109
"YOR288C",-0.71005055146692,5.36406001745104,0.0469492684224057,0.209738406894109
"YFR024C-A",-0.56977774340828,7.67428224456988,0.0469685374782676,0.209738406894109
"YDR511W",-0.614931713336399,5.69002849282157,0.0469743369192396,0.209738406894109
"YNL023C",0.581175987139871,6.12594157265202,0.0470649088216832,0.209828941517705
"YDR237W",-0.806831135034628,6.21669939676099,0.0470749462976168,0.209828941517705
"YHL033C",1.1436524849171,9.3248537818623,0.0471435789033109,0.209955717127789
"YPL249C",-0.541164997034519,6.87822024301039,0.0472163287169888,0.210100597289225
"YCL017C",-0.525814865338362,7.2124518247677,0.0473906643443015,0.21069687705075
"YOR271C",0.79337253495733,7.27231177861686,0.0475121982624978,0.211057588200075
"YDR099W",-0.7103210117085,9.0493556773511,0.0476139593540905,0.211329926648911
"YLR293C",0.788211348984407,9.03047137223755,0.0478212187790253,0.212069649322265
"YBR132C",-0.685771603032819,7.16068535798446,0.0478935652821019,0.21221033505827
"YKR056W",0.916679486635073,5.90538275897553,0.0479577991349277,0.212307689455896
"YDR400W",0.839552126926673,5.61409143135911,0.0480107237231781,0.212307689455896
"YNR069C",-1.13479995156616,4.66747429750635,0.0480374595974099,0.212307689455896
"YPL158C",-0.578839202613976,6.55780986738935,0.0480891449503274,0.212356460879552
"YGR080W",-0.531424686760676,6.89551583136655,0.0481601562658146,0.212490419199844
"YMR279C",-0.784805590212946,5.05765428760923,0.0484709373861389,0.2135548264792
"YOR227W",-0.666244217287124,7.99355883524366,0.0485052790691506,0.2135548264792
"YNL080C",0.599959739255443,6.13315491422424,0.0485240388650097,0.2135548264792
"YHR132W-A",-0.615472617473396,5.72038854773814,0.0486264207731394,0.213825271143838
"YGR095C",0.724338103440641,5.58876972779654,0.0487393125068969,0.214141436952085
"YLR430W",0.516503984388831,7.43591276908674,0.0488631110449433,0.21443188070645
"YDR306C",-0.527659848117919,6.58192072007275,0.0488875133846444,0.21443188070645
"YAL015C",-0.597908950145821,5.76272574939229,0.0490176087282023,0.214581269267335
"YLR241W",-0.559559519922733,7.48293263828809,0.0490319213806513,0.214581269267335
"YKL085W",-0.755672444504716,9.88195529835506,0.0490448000584224,0.214581269267335
"YNL217W",-0.747348926138516,5.51033834149909,0.0492597741645902,0.215252839915321
"YIL103W",0.840636384766077,5.42723076634493,0.0493131630551109,0.215252839915321
"YCL044C",-0.566157085695638,5.94667217879265,0.0493219083802908,0.215252839915321
"YKL210W",-0.725582150516952,9.42713659734775,0.0493831256362927,0.215340107115186
"YDR103W",0.590349428450885,6.20209038174335,0.0495202423564951,0.215569682101533
"YJL076W",0.543908341824556,7.5412026126275,0.0495410642473026,0.215569682101533
"YDR155C",-0.790983786709197,10.2540179664626,0.0495595689517499,0.215569682101533
"YBL066C",-0.657067934340928,6.63079241436249,0.0496725090303225,0.215881187333115
"Q0158",-0.871667887971627,5.24132634065993,0.0498047725972496,0.2160627629718
"YFR005C",0.688794764267768,5.31932514700862,0.0498318010089246,0.2160627629718
"YFR028C",0.512606567209838,6.68360812247346,0.049863315169245,0.2160627629718
"YLL019C",-0.584918322913543,7.68665442715075,0.0498797266738114,0.2160627629718
"YJL096W",-0.774744866065568,5.32444046514714,0.0499367780652289,0.216130678221007
"YDR092W",-0.649726084398733,5.66673799777565,0.0500826612026061,0.216582634207297
"YBR288C",0.721567828189208,6.2360939775054,0.0501395492528978,0.21664930132104
"YGR083C",0.521688870639468,7.10030880397649,0.0502277060651403,0.216850856598589
"YHR007C",0.790374902919581,9.52599600776826,0.0504199864563275,0.21748114485063
"YOR001W",0.5513766656295,6.58292988508398,0.050510909267735,0.21748114485063
"YBL008W",-0.6991909895254,5.29295716814903,0.0505353360707176,0.21748114485063
"YHR068W",0.801819739248374,7.41186564006773,0.050569680837521,0.21748114485063
"YPR048W",0.816400869964798,4.76253429780524,0.0505818512621585,0.21748114485063
"YBL016W",0.555551436729084,6.08236055374711,0.0508081466936409,0.218274472308865
"YHR216W",0.571996920503034,6.57490632370009,0.0509522143943599,0.21862093416604
"YML062C",0.576459805070373,6.20129919424086,0.0509724919246241,0.21862093416604
"YBR060C",0.697073975140605,5.51669208205773,0.0510424213734043,0.218741270922612
"YBR158W",0.581085428562538,7.30313825545646,0.0512680243154249,0.219527999199819
"YPR108W",-0.617746658095874,8.02882172378799,0.0513104413007451,0.219529684975505
"YGR175C",0.840364349773237,8.79609589819176,0.0514175661978785,0.219695829412616
"YJL156C",0.561719569858478,6.13282352715763,0.0514333842595002,0.219695829412616
"YGL219C",-0.559759396674238,6.66626346147949,0.0516000388188252,0.220227616658123
"YPR131C",0.842499711438356,5.35173708935836,0.0517125679482734,0.220496466795826
"YNR037C",-0.886521725493203,4.84804162796843,0.0517571110879491,0.220496466795826
"YLR172C",0.539446281992668,7.1139914984099,0.0517896563473351,0.220496466795826
"YJL107C",0.861004754893267,5.45984522452532,0.0518676466331507,0.22059113727581
"YIL035C",0.581553346823736,6.74749901284744,0.0519169359906393,0.22059113727581
"YIL164C",-0.891033708286614,5.08052402906111,0.0519385717552156,0.22059113727581
"YNL183C",-0.60786690648864,6.89770536468621,0.0521585669365541,0.221225650425298
"YMR304W",-0.585767390661391,7.37085802022209,0.0521726648782478,0.221225650425298
"YPL219W",-0.693785423493586,5.54514421753188,0.0524134100465892,0.222066223911907
"YOR179C",0.825299744043779,4.72399984693258,0.0525349100721838,0.222400624162956
"YPL088W",0.805830535902724,4.93510838954721,0.0526192034252358,0.222548447218808
"YPL193W",0.706070339028893,5.64559744270513,0.0526652468310246,0.222548447218808
"YER026C",-0.636093658559282,8.30833889111288,0.0526976319314062,0.222548447218808
"YLL012W",0.692630681967506,5.87358204521806,0.0530116737957717,0.223693848068749
"YIL154C",-0.5889896483372,6.66898750928838,0.0531413354368439,0.224059997031536
"YAL054C",-0.905762293754077,5.63043820866337,0.0532240203163456,0.224227646881121
"YAL060W",-0.746308651569282,9.68961004248126,0.0537268576082796,0.226163661680622
"YLR051C",0.953696094868632,4.40219956449624,0.0539398162551475,0.226877294780105
"YOR020C",-0.66978474156279,7.90704716398747,0.05408133552684,0.227289538851337
"YKR037C",-0.678672723814149,5.43545283530422,0.054241797817665,0.227396369158587
"YNL329C",-0.550558685099154,6.26816975912672,0.054246965080465,0.227396369158587
"YDR009W",-0.836357403114036,4.42587706726484,0.0542486728685161,0.227396369158587
"YGL145W",0.657376043004199,5.73282275474447,0.0542977182115475,0.227396369158587
"YER028C",0.905725758688386,4.65969698946086,0.0543244005953132,0.227396369158587
"YHR044C",-0.992573695147221,4.23447843704021,0.0545919879355823,0.228213412623413
"YNL037C",-0.766183014691232,8.65170874165435,0.0546408395525337,0.228213412623413
"YPL271W",-0.509142782352299,7.45681477204005,0.0546506468590906,0.228213412623413
"YDL112W",0.657770510612874,6.57701494655604,0.0547318739880971,0.228312087980937
"YDR073W",0.707970183670973,5.49220454387395,0.0547652339007958,0.228312087980937
"YDR516C",-0.800041904782705,10.0947576292865,0.0548205558682781,0.228312087980937
"YJR135C",-1.30380022157195,3.74699786264123,0.0548490946431998,0.228312087980937
"YDR183W",0.925478818181195,4.46009498522375,0.0549654214367553,0.228614141389817
"YLR273C",-0.764656243807823,4.996082600642,0.0550302928645331,0.228701869470422
"YBR157C",0.80944203276302,4.75946605229728,0.0550983526317267,0.228802698050986
"YOR006C",0.544138487671561,5.95018935563165,0.0552094912928187,0.2290821147845
"YOR168W",0.656107566750034,8.37086689142082,0.055261161509647,0.229114529941584
"YKL100C",-0.588819456798639,7.86014431901501,0.0553705177085626,0.229278786070876
"YGR220C",-0.558931854749852,5.92817617548738,0.0553885581970608,0.229278786070876
"YPL247C",-0.602472640876354,8.12535188453498,0.0555049834614802,0.229578807286439
"YCL056C",0.75245863443872,4.90088739525425,0.0556473995322737,0.229652576002204
"YOR386W",-0.5298663904173,6.6944332421856,0.0556511064732373,0.229652576002204
"YLR253W",-0.517394930760042,6.49276938789938,0.0556547016115602,0.229652576002204
"YPR155C",-0.565010425518525,6.88572162703984,0.055975606416276,0.230794449817384
"YLR212C",0.582053731520196,5.64790840844045,0.0563778715333452,0.232135444327472
"YHR198C",-0.542857198200205,6.70840052400506,0.0564061514073942,0.232135444327472
"YHR092C",0.807131211070562,11.2014142360093,0.0564341528131487,0.232135444327472
"YLR088W",0.557079960964328,6.07940278503504,0.0564901248762939,0.232182857870778
"YOL147C",-0.870719502419186,5.65781493229733,0.0566337194380514,0.232590055302186
"YKR082W",0.538661227548713,6.84519751079803,0.0568644419807792,0.233354159393237
"YKL081W",1.13983810429857,9.87992593475071,0.0571173716506541,0.234208123628742
"YIR003W",-0.520823154105638,7.3497474109526,0.0573624592570409,0.234832484984773
"YOR196C",-0.545411946811611,6.38262946502351,0.0574018672904599,0.234832484984773
"YJL061W",0.560092882421909,6.46418084209366,0.0574044952767143,0.234832484984773
"YMR133W",-0.814766318173819,4.83081798252424,0.0574895037642057,0.234996218829586
"YLL056C",-1.05964974637669,4.10031105269172,0.0576789850771374,0.235586409728668
"YFR045W",-0.822283330874086,5.27656276589071,0.0578054741844422,0.235918591515255
"YGR102C",-0.777745806426047,5.57381838510852,0.0580249148571899,0.236629317106916
"YGR197C",-0.671551983172118,5.4679948910773,0.0581615840306468,0.237001649747347
"YPL032C",0.518837956561608,7.13114430272994,0.0584301216815712,0.23791033177282
"YGR146C",0.589027076664463,5.91809610300497,0.0585068457305016,0.237969949840079
"YKR059W",0.908098167199648,9.9565710734662,0.0585812983331242,0.237969949840079
"YGR156W",0.61471124346922,5.68300931601612,0.0586045512155857,0.237969949840079
"YGL077C",0.592049058307391,8.02404975648601,0.0586269765398509,0.237969949840079
"YCL009C",-1.25462929608082,8.72091001625764,0.0589263276194252,0.23899932879183
"YAL017W",-0.588953736187446,8.07888441288103,0.0589773687489946,0.239020771407873
"YDR389W",-0.572536377477064,6.15912409533951,0.0591020004357576,0.239340194012712
"YGR231C",-0.539603150846479,7.63532027179048,0.0593191102564075,0.240033332284642
"YPR025C",0.600040978487547,5.63126536434943,0.0594557694050192,0.240400107872926
"YOL021C",0.507231003258056,6.94305098731658,0.0595398339826567,0.240553822680122
"YOR286W",-0.638110989221885,5.74353066962043,0.0596213916805466,0.240573561557043
"YMR182C",-0.799985157767749,5.58048928236096,0.059636822782613,0.240573561557043
"YPL038W",0.910535428524907,4.37917568191743,0.0597621944908956,0.240893290139227
"YAL030W",-0.638786125601331,5.54416516543223,0.0599269572877876,0.241371183401236
"YBR220C",0.629132917941439,5.87978447237825,0.0601760318677179,0.242187666006902
"YNR034W",-0.62032650100988,5.53338593754086,0.0602810560727425,0.242423585006934
"YBR252W",0.759721819173563,5.02688916593206,0.0603460055890554,0.242498102459404
"YNR073C",-1.25230665200677,5.01068121411783,0.060518287868756,0.242907720252449
"YHR032W",0.612121846117298,6.4301269141892,0.0605409364028882,0.242907720252449
"YDL028C",-0.517919660229179,6.29954433404999,0.0606347270196021,0.243097324597392
"YPL047W",0.956460138230701,4.57820168733243,0.0606904567767928,0.243134161197826
"YPL240C",-0.750496520442143,10.9764649348752,0.0607657334838496,0.243249189057188
"YFL018C",-0.688693264372405,8.90496965575381,0.0608756367736172,0.243502547094469
"YNL138W",-0.613373736774699,8.23953823653948,0.0611146823556962,0.244271691374259
"YHL004W",-0.540222863027674,6.15417071474298,0.0611999333766717,0.244425421987563
"YHL013C",0.737572969776938,4.84854692622005,0.0616090593465708,0.245505604978674
"YLR205C",0.540211364644719,7.52668062384261,0.0616212211788077,0.245505604978674
"YPR149W",-0.723018655156204,10.0838916672459,0.061668325703724,0.245505604978674
"YPL037C",0.787201276079649,8.61184933463395,0.0616907951089616,0.245505604978674
"YNL321W",-0.524959926553504,7.51181330041693,0.0617053947568954,0.245505604978674
"YPR062W",0.5508319490335,7.50005508143825,0.0617744928238855,0.245505604978674
"YPL255W",0.969843981935731,4.21018873414201,0.0618692282877683,0.245505604978674
"YIL010W",-0.569282825789572,5.82332424136922,0.0618816136489241,0.245505604978674
"YMR036C",-0.690439259229521,5.32407961352993,0.0619292505713771,0.245505604978674
"YGR210C",0.49082142642811,7.00700374880055,0.061940349801281,0.245505604978674
"YOL107W",-0.776124074762872,4.88150131278227,0.0620365724936868,0.24553903739208
"YGR028W",-0.690327209030831,5.72248795450652,0.0621263499282946,0.24553903739208
"YOR347C",-0.657204443031743,7.48476908914365,0.0621395022276939,0.24553903739208
"YMR251W-A",-0.749048460336629,9.74355079112108,0.0621590359289557,0.24553903739208
"YDR508C",1.26680324007463,9.20602098466596,0.0621837952660264,0.24553903739208
"YOL142W",0.70112167358424,5.1270736480384,0.0622560946683705,0.245638850866743
"YNL236W",0.545827966593202,6.43327690142948,0.0625732855679149,0.246633966733037
"YPR098C",-0.618226195954739,5.77827228782599,0.062602725859113,0.246633966733037
"YFL041W",-0.490640376694693,6.76871752408372,0.0626518744088598,0.246641591493507
"YIL070C",-0.548276073438939,5.96709789970322,0.0626991476916439,0.246641827967732
"YDR168W",-0.507187587263949,7.53386340799849,0.062800136120581,0.246853206240719
"YDL059C",-1.25881108611898,5.1349037397389,0.0628527768563178,0.246874365637146
"YAL059W",1.05279054662468,4.47772329736963,0.0629627776874608,0.246972986858884
"YEL005C",-0.756126049049456,4.90527607355936,0.0629724384563616,0.246972986858884
"YDR041W",-0.553569361931678,5.85237350354128,0.0630843668486193,0.247226355901866
"YKR066C",-0.597523101934814,8.12741401653868,0.0632038507979786,0.24750893296
"YDR429C",0.745949998465449,8.20276370663392,0.0633644520220236,0.24783614986371
"YGL095C",-0.563999374862187,6.55954224939576,0.063382292537886,0.24783614986371
"YDR337W",-0.795473681859128,5.66798311372172,0.0634641038649275,0.247970440232148
"YDR030C",-0.878307047756625,4.5647859665135,0.0637814067924802,0.249023967925199
"YKL137W",-0.861058831039703,4.89622862672854,0.064168440620916,0.250167880154754
"YMR188C",-0.600673277526836,6.11668360777121,0.0641701683398488,0.250167880154754
"YJL207C",0.475057846020797,6.9085245474583,0.0642470666115209,0.250280891855768
"YMR155W",-0.649512303256159,6.16777490071631,0.0643188411147143,0.250373789853403
"YIR002C",-0.488292943415214,6.79879972958344,0.0645758611575352,0.251133832746646
